ratio,random_state,accuracy
0.1,0,0.8766666666666667
0.1,1,0.9333333333333333
0.1,2,0.89
0.2,0,0.9833333333333333
0.2,1,0.9733333333333334
0.2,2,0.9866666666666667
0.3,0,0.9766666666666667
0.3,1,0.9833333333333333
0.3,2,0.99
0.4,0,0.9866666666666667
0.4,1,0.99
0.4,2,0.9933333333333333
0.5,0,0.9933333333333333
0.5,1,0.9866666666666667
0.5,2,0.9933333333333333
0.6,0,0.9866666666666667
0.6,1,0.9866666666666667
0.6,2,0.9866666666666667
0.7,0,0.98
0.7,1,0.9833333333333333
0.7,2,0.9966666666666667
0.8,0,0.99
0.8,1,0.9933333333333333
0.8,2,0.9866666666666667
0.9,0,0.9966666666666667
0.9,1,0.99
0.9,2,0.99
1,0,0.9966666666666667
1,2,0.9966666666666667
