ratio,random_state,accuracy
0.1,0,0.379746835443038
0.1,1,0.6424050632911392
0.1,2,0.3639240506329114
0.2,0,0.6487341772151899
0.2,1,0.6455696202531646
0.2,2,0.6075949367088608
0.3,0,0.6487341772151899
0.3,1,0.6075949367088608
0.3,2,0.6075949367088608
0.4,0,0.6455696202531646
0.4,1,0.6392405063291139
0.4,2,0.6455696202531646
0.5,0,0.6455696202531646
0.5,1,0.6265822784810127
0.5,2,0.47468354430379744
0.6,0,0.6487341772151899
0.6,1,0.6487341772151899
0.6,2,0.6329113924050633
0.7,0,0.6487341772151899
0.7,1,0.3924050632911392
0.7,2,0.35443037974683544
0.8,0,0.5664556962025317
0.8,1,0.6139240506329114
0.8,2,0.6329113924050633
0.9,0,0.6139240506329114
0.9,1,0.6487341772151899
0.9,2,0.6487341772151899
1,0,0.3860759493670886
1,2,0.38924050632911394
0.1,3,0.509493670886076
0.1,4,0.509493670886076
0.1,5,0.6455696202531646
0.1,6,0.509493670886076
0.1,7,0.6487341772151899
0.1,8,0.4651898734177215
0.1,9,0.5443037974683544
0.2,3,0.5537974683544303
0.2,4,0.5348101265822784
0.2,5,0.5348101265822784
0.2,6,0.4208860759493671
0.2,7,0.3639240506329114
0.2,8,0.5822784810126582
0.2,9,0.48417721518987344
0.3,3,0.5791139240506329
0.3,4,0.5221518987341772
0.3,5,0.39556962025316456
0.3,6,0.6455696202531646
0.3,7,0.3829113924050633
0.3,8,0.3924050632911392
0.3,9,0.5348101265822784
0.4,3,0.6075949367088608
0.4,4,0.6075949367088608
0.4,5,0.6487341772151899
0.4,6,0.3924050632911392
0.4,7,0.569620253164557
0.4,8,0.5348101265822784
0.4,9,0.6487341772151899
0.5,3,0.6044303797468354
0.5,4,0.4651898734177215
0.5,5,0.5664556962025317
0.5,6,0.4651898734177215
0.5,7,0.3575949367088608
0.5,8,0.6360759493670886
0.5,9,0.4651898734177215
0.6,3,0.6487341772151899
0.6,4,0.5727848101265823
0.6,5,0.4620253164556962
0.6,6,0.3575949367088608
0.6,7,0.3829113924050633
0.6,8,0.6075949367088608
0.6,9,0.6329113924050633
0.7,3,0.6012658227848101
0.7,4,0.39556962025316456
0.7,5,0.4651898734177215
0.7,6,0.6487341772151899
0.7,7,0.5537974683544303
0.7,8,0.6075949367088608
0.7,9,0.6455696202531646
0.8,3,0.6487341772151899
0.8,4,0.6487341772151899
0.8,5,0.3829113924050633
0.8,6,0.6455696202531646
0.8,7,0.5348101265822784
0.8,8,0.6012658227848101
0.8,9,0.3575949367088608
0.9,3,0.6075949367088608
0.9,4,0.5981012658227848
0.9,5,0.6487341772151899
0.9,6,0.6455696202531646
0.9,7,0.6455696202531646
0.9,8,0.6329113924050633
0.9,9,0.6075949367088608
1,4,0.3860759493670886
1,6,0.38924050632911394
1,8,0.38924050632911394
