ratio,random_state,accuracy
0.1,0,0.6075949367088608
0.1,1,0.49050632911392406
0.1,2,0.6265822784810127
0.2,0,0.6075949367088608
0.2,1,0.5569620253164557
0.2,2,0.6677215189873418
0.3,0,0.6360759493670886
0.3,1,0.6265822784810127
0.3,2,0.6075949367088608
0.4,0,0.5981012658227848
0.4,1,0.6455696202531646
0.4,2,0.6107594936708861
0.5,0,0.620253164556962
0.5,1,0.560126582278481
0.5,2,0.6107594936708861
0.6,0,0.6835443037974683
0.6,1,0.569620253164557
0.6,2,0.6075949367088608
0.7,0,0.6075949367088608
0.7,1,0.5949367088607594
0.7,2,0.6455696202531646
0.8,0,0.6107594936708861
0.8,1,0.6075949367088608
0.8,2,0.6107594936708861
0.9,0,0.6487341772151899
0.9,1,0.620253164556962
0.9,2,0.6360759493670886
1,0,0.6265822784810127
1,2,0.6265822784810127
