ratio,random_state,accuracy
0.3,0,0.7544596012591815
0.3,1,0.559286463798531
0.3,2,0.8405036726128017
0.4,0,0.8195173137460651
0.4,1,0.7544596012591815
0.4,2,0.7869884575026233
0.5,0,0.8488982161594963
0.5,1,0.8174186778593914
0.5,2,0.8709338929695698
0.6,0,0.906610703043022
0.6,1,0.8373557187827911
0.6,2,0.9118572927597062
0.7,0,0.9286463798530955
0.7,1,0.8772298006295908
0.7,2,0.844700944386149
0.8,0,0.9171038824763903
0.8,1,0.8373557187827911
0.8,2,0.9160545645330536
0.9,0,0.9024134312696747
0.9,1,0.938090241343127
0.9,2,0.857292759706191
1,0,0.906610703043022
1,2,0.9286463798530955
